Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
994,视野掠过广阔的沙漠，飞过一群形状怪异的山峰，那些山像一根根巨大的柱子；接着，又飞过深不见底的大裂谷和一个像是陨石坑的圆盆地。,"The view swept over a broad desert, over a cluster of strangely shaped, towering mountain peaks, over a circular depression like an impact crater.",0,0
995,这是我的战场了，,This is my battlefield; this is my war.,0,0
996,也许这种试验在太阳系的什么地方正做着呢！”,Maybe they’re already conducting such trials somewhere in the Solar System!”,0,0
997,最后，这场以游戏开始的教学试验几乎失控。,"In the end, this teaching experiment that began as a harmless game almost spun out of control.",0,0
998,当那些衣衫褴褛的抵抗战士出现在公众面前时，所有的人都热泪盈眶。,"When those resistance fighters dressed in rags appeared before the public, everyone felt hot tears in their eyes.",1,1
999,在王宫中，在王后的寝室里，王后消失了。,"In the palace, the queen disappeared from her bedchamber.",0,0
1000,那是亨特的心脏。,It was Hunter’s heart.,0,0
1001,把两个世界的命运交付给机器，这本身就是一件很恐怖的事。,Handing over the fate of two worlds to machines was a terrifying idea.,-1,-1
1002,所有人都在重温几分钟前的恐怖，那时能做的只有等待死亡，机动躲避飞行和拦截射击都没有任何意义。,"Everyone relived the terror of a few minutes ago, when all they could do was wait for death because evasive maneuvers and defensive shots were all meaningless.",-1,-1
1003,“你是十字军的后代？”,"“You are a descendant of the Crusaders?”

“Yes.”",0,0
1004,但震动猛烈跳动了几下后停止了，就像鼓师在曲终时的几下猛擂。,"But the quaking stopped after a few violent beats, like a drummer punctuating the end of the piece.",0,0
1005,赫尔辛根默斯肯有一片神奇的树林，那些树叫魔泡树，都长了上千年，很高大。,"There’s a magical forest in He’ershingenmosiken made up of thousand-year-old bubble trees, all very tall.",0,0
1006,他叫曹彬，三十四岁，是所有候选人中最年轻的一位。,"His name was Cao Bin, and he was thirty-four, the youngest of the candidates.",0,0
1007,不远处一团强光亮起，照亮了整个港口，那个光团由橘黄色渐渐变成纯蓝，那艘刚启动发动机的太空艇缓缓移出，很快加速，直接从港口的敞开处冲进太空。,"Gradually, the light turned from orange to pure blue, and the spaceship that had turned on its engines lifted off the floor, accelerated, and shot into space from the open side of the port.",0,0
1008,如果宇宙是一个人，就意味着他没有一个神经信号能够传遍全身，他的大脑不知道四肢的存在，四肢不知道大脑的存在，同时每个肢体也不知道其他肢体的存在，这不是截瘫病人是什么？,"If the universe were a person, his neural signals couldn’t cover his entire body; his brain would not know of the existence of his limbs, and his limbs would not know of the existence of the brain.",0,0
1009,一名俄罗斯专家说，他曾主持过那次失败的太阳帆试验。,The speaker was a Russian expert who had once directed a failed solar sail experiment.,-1,-1
1010,“我说的这两个地方都在挪威。”,“But both of these places are in Norway.”,0,0
1011,“世界那么大？”,“As large as all that?”,0,0
1012,仍然看不到情报的明确含义，但解读者们对第二个可能的含义进行了讨论，讨论主要集中在降低光速与发布宇宙安全声明的关系上。,"Although they still couldn’t tell the exact meaning of the message, the interpreters debated the second interpretation, concentrating on the connection between lowering the speed of light and the cosmic safety notice.",0,0
1013,“但有一天，一艘来自赫尔辛根默斯肯的商船带来一种珍奇的小鱼，这种鱼只有手指长，黑色的，貌不惊人，装在坚硬的铸铁水桶中。,"“But one day, a merchant ship from He’ershingenmosiken brought a stock of rare small fish in cast-iron barrels.",0,0
1014,人群突然安静下来，在市政厅的上方出现了一个宽阔的信息显示窗口，其宽度几乎与大帐篷相当。,"The crowd quieted as an immense information window appeared over the city government, almost as wide as the tent itself.",0,0
1015,维德把这话同烟雾一齐向她吐出来。,Wade spewed smoke at her along with the words.,0,0
1016,由于喷发主要是由水滴在地层中释放的巨大动能所引起，并非地幔中的物质喷出，所以都很短暂。,"The eruptions were due to the droplet releasing its tremendous kinetic energy in the ground, not an outburst of material from the mantle, so they were very brief.",0,0
1017,但三体世界能够在后来截获飞行器，肯定掌握了它在帆索断裂后的轨道参数，否则，即使凭借三体技术也不可能在太阳系外的茫茫太空中搜寻到这样小的一个物体。,"If the Trisolarans had been able to intercept it later, they must have had its flight parameters after the cable broke; otherwise, even the advanced Trisolaran technology would have been incapable of locating such a small object in the vastness of space outside the Solar System.",0,0
1018,这午夜的夕阳照进机舱，在金色的暖光中，大家都在想象，想象着光速每秒16.7千米的世界的生活，想象着那个世界的夕阳每秒16.7千米的光芒。,"In the golden light of the midnight sun, everyone tried to imagine life in a world where light moved just below 16.7 kilometers per second, tried to imagine the creeping light of such a sunset.",0,0
1019,但地球文明将为此付出巨大的代价，太阳系将与宇宙的其余部分完全隔绝，相当于人类把自己置身的宇宙直径从一百六十亿光年缩小至五十个天文单位。,"The Solar System would be completely divided from the rest of the universe, equivalent to humanity shrinking their universe from 16 billion light-years across to one hundred AU.",0,0
1020,这是一幅简单的点阵图，图中由六行不同数量的点组成了一个质数数列：2、3、5、7、11、13。,"This was a simple bitmap, a bit array that could be interpreted as six lines of dots that formed a sequence of prime numbers: 2, 3, 5, 7, 11, 13.",0,0
1021,在死亡的威胁与生存的诱惑面前，宗教再一次成为社会生活的中心。,"Faced with the omnipresent threat of death and the lure of a different state of existence, religion once again took center stage in social life.",0,0
1022,由于电压不稳，窗口有些抖动，但在凌晨暗黑的天空背景前，它显示的图像仍然很清晰。,"Since the electric voltage wasn’t stable, the window flickered, but against the dim sky of early dawn, it showed images very clearly.",0,0
